,title,date,country,genre,rate
74,Triangle the Dark Side,18 August 2016 (Indonesia),Indonesia,['Action'],2.4
75,Knights of the Damned,25 September 2017 (UK),UK,"['Action', 'Fantasy']",2.4
76,Hajwala,29 September 2016 (United Arab Emirates),United Arab Emirates,"['Action', 'Adventure']",2.4
77,Oceans Rising,17 January 2017 (UK),USA,"['Action', 'Adventure']",2.4
78,The Fast and the Fierce,1 April 2017 (Poland),USA,['Action'],2.4
79,Bruce Lee,17 March 2017 (India),India,['Action'],2.4
80,Poseidon Rex,10 January 2014 (India),USA,"['Action', 'Adventure']",2.5
81,Hamartia - Ventos do Destino,27 November 2013 (Brazil),Brazil,['Action'],2.5
82,Sector 4,2014 (USA),USA,['Action'],2.5
83,Richard the Lionheart: Rebellion,11 June 2015 (USA),USA,"['Action', 'Adventure']",2.5
84,Fire Twister,21 June 2015 (Netherlands),USA,"['Action', 'Adventure']",2.5
85,2047: Sights of Death,24 July 2014 (Italy),Italy,"['Action', 'Sci-Fi']",2.5
86,Cross Wars,7 February 2017 (Sweden),USA,['Action'],2.5
87,Kadavul Paathi Mirugam Paathi,20 March 2015 (India),India,['Action'],2.5
88,Cowboy,15 February 2013 (India),India,['Action'],2.5
89,King Arthur: Excalibur Rising,4 May 2017 (Kuwait),UK,['Action'],2.5
90,Sinbad and the War of the Furies,6 December 2016 (USA),USA,['Action'],2.5
91,The Cloth,2 July 2013 (USA),USA,"['Action', 'Fantasy']",2.6
92,Hansel & Gretel: Warriors of Witchcraft,22 January 2013 (USA),USA,"['Action', 'Adventure']",2.6
93,Billy the Kid,27 August 2016 (USA),USA,['Action'],2.6
94,Mega Shark vs. Mecha Shark,28 January 2014 (USA),USA,"['Action', 'Adventure']",2.6
95,LA Apocalypse,7 May 2015 (Germany),USA,"['Action', 'Sci-Fi']",2.6
96,Malanapoli - la ventunesima stella,4 December 2013 (Italy),Italy,['Action'],2.6
97,Rz-9,16 April 2015 (USA),USA,['Action'],2.6
98,God of Thunder,22 June 2015 (UK),USA,"['Action', 'Adventure']",2.6
99,Star Trek: Captain Pike,Sci-Fi,USA,['Action'],2.6
100,I Am Hooligan,5 September 2016 (UK),UK,['Action'],2.6
101,Game of Assassins,26 December 2013 (China),China,['Action'],2.6
102,Adhibar,28 August 2015 (India),India,['Action'],2.6
103,Asian Ghost Story,31 October 2016 (USA),Canada,['Action'],2.6
104,Troy the Odyssey,15 October 2017 (USA),USA,"['Action', 'Adventure']",2.6
105,Anbanavan Asaradhavan Adangadhavan,23 June 2017 (India),India,['Action'],2.6
106,Shortcut Romeo,21 June 2013 (India),India,"['Action', 'Crime']",2.7
107,Pearl: The Assassin,June 2015 (USA),USA,"['Action', 'Crime']",2.7
108,Badass Showdown,2 April 2013 (USA),USA,['Action'],2.7
109,Mystic Blade,15 October 2014 (Thailand),Thailand,"['Action', 'Drama']",2.7
110,Morning Star,17 December 2015 (Bahrain),Italy,"['Action', 'Adventure']",2.7
111,Full English Breakfast,7 April 2014 (UK),UK,"['Action', 'Crime']",2.7
112,He Who Dares: Downing Street Siege,24 August 2015 (Netherlands),UK,"['Action', 'Crime']",2.7
113,Andr¨°n: The Black Labyrinth,3 June 2016 (USA),Italy,['Action'],2.7
114,Fight Valley,22 July 2016 (USA),USA,['Action'],2.7
115,Showdown in Manila,19 January 2018 (USA),USA,['Action'],2.7
116,Realms Hunt for the Shadow Man,20 January 2016 (USA),USA,"['Action', 'Horror']",2.7
117,In the Name of Ben Hur,11 August 2016 (Hungary),USA,['Action'],2.7
118,Machine,17 March 2017 (India),India,"['Action', 'Mystery']",2.7
119,Alligator X,16 April 2014 (Belgium),USA,"['Action', 'Adventure']",2.8
120,The Borderland,11 November 2014 (USA),France,['Action'],2.8
121,P-51 Dragon Fighter,19 August 2014 (USA),USA,"['Action', 'Fantasy']",2.8
122,Battle for Skyark,24 June 2017 (Australia),USA,"['Action', 'Adventure']",2.8
123,Knight of the Dead,30 October 2014 (Kuwait),USA,"['Action', 'Fantasy']",2.8
124,American Justice,2 January 2017 (USA),USA,['Action'],2.8
125,Kerat 14,14 February 2013 (Malaysia),Malaysia,['Action'],2.8
126,Empire of the Apes,1 July 2013 (USA),USA,"['Action', 'Adventure']",2.8
127,The Snow Queen,19 November 2013 (Germany),USA,"['Action', 'Adventure']",2.8
128,Xiao xiao fei hu dui,25 January 2013 (China),China,"['Action', 'Comedy']",2.8
129,LifeTime,24 February 2014 (UK),UK,['Drama'],2.8
130,Tekken: A Man Called X,2015 (USA),USA,['Action'],2.8
131,Hood,4 August 2015 (USA),USA,['Action'],2.8
132,Juarez 2045,17 February 2018 (Japan),USA,"['Action', 'Adventure']",2.8
133,Angel of Reckoning,20 September 2016 (USA),USA,"['Action', 'Horror']",2.8
134,Road Wars,5 May 2015 (USA),USA,['Action'],2.8
135,Mega Shark vs. Kolossus,16 July 2015 (Germany),USA,"['Action', 'Adventure']",2.8
136,Teraa Surroor,11 March 2016 (India),India,"['Action', 'Drama']",2.8
137,Infected,3 October 2014 (Canada),USA,"['Action', 'Horror']",2.9
138,Dragonwolf,31 October 2013 (Thailand),Thailand,['Action'],2.9
139,The Underneath,December 2013 (USA),USA,"['Action', 'Sci-Fi']",2.9
140,Age of Dinosaurs,8 October 2015 (Hungary),USA,"['Action', 'Adventure']",2.9
141,Starship: Apocalypse,20 December 2014 (Japan),USA,['Action'],2.9
142,April Rain,4 June 2014 (USA),USA,['Action'],2.9
143,Night Cries,24 March 2015 (Canada),Canada,"['Action', 'Drama']",2.9
144,Checkmate,8 September 2015 (USA),USA,"['Action', 'Crime']",2.9
145,Kung Fu Brother,Action,USA,['Action'],2.9
146,David and Goliath,7 March 2016 (UK),USA,"['Action', 'Adventure']",2.9
147,Zombies,14 November 2017 (USA),USA,['Action'],2.9
148,Fragmented Skin,17 June 2016 (UK),UK,['Action'],2.9
149,Land Shark,27 June 2017 (USA),USA,"['Action', 'Adventure']",2.9
150,Neulovimye: Posledniy geroy,29 October 2015 (Russia),Russia,['Action'],2.9
151,It Kills,11 November 2017 (USA),USA,"['Action', 'Horror']",2.9
152,Blooming Flowers,13 July 2013 (USA),USA,"['Action', 'Adventure']",3
153,Warrioress,26 May 2015 (UK),UK,"['Action', 'Adventure']",3
154,Gone Dark,1 November 2013 (USA),USA,['Action'],3
155,11 Blocks,27 October 2015 (USA),Canada,['Action'],3
156,Brutal,5 January 2014 (USA),USA,"['Action', 'Drama']",3
157,Angels Around Me,16 April 2013 (USA),USA,['Action'],3
158,Dracano,5 June 2013 (Japan),USA,"['Action', 'Adventure']",3
159,Campus Code,22 September 2015 (USA),USA,['Action'],3
160,He Who Dares,16 May 2014 (Vietnam),UK,"['Action', 'Crime']",3
161,The Fetish Set,20 February 2015 (USA),,['Action'],3
162,Santa Banta Pvt Ltd,22 April 2016 (India),India,['Action'],3
163,Hayride 2,18 March 2016 (Germany),USA,"['Action', 'Horror']",3
164,Kartooz,January 2014 (India),India,['Action'],3
165,Extraction Day,20 October 2014 (Canada),Canada,['Action'],3
166,Nevalyashka-2,15 December 2013 (Russia),Russia,['Action'],3
167,KillerSaurus,6 July 2015 (UK),UK,"['Action', 'Horror']",3
168,Max Hell Frog Warrior: A Zen Rough Cut,7 July 2015 (USA),USA,['Action'],3
169,Z/Rex: The Jurassic Dead,24 February 2018 (Japan),USA,"['Action', 'Comedy']",3
170,Abduction,28 June 2017 (UK),UK,"['Action', 'Comedy']",3
171,Blow a Kiss,2 August 2017 (USA),USA,['Action'],3
172,Diamond Cartel,24 March 2017 (USA),Kazakhstan,['Action'],3
173,Saravanan Irukka Bayamaen,11 May 2017 (Kuwait),India,['Action'],3
174,Raptor Ranch,31 October 2013 (USA),Russia,"['Action', 'Adventure']",3.1
175,Gemini Rising,26 January 2015 (USA),USA,"['Action', 'Sci-Fi']",3.1
176,Snake Club: Revenge of the Snake Woman,31 May 2013 (Germany),USA,"['Action', 'Fantasy']",3.1
177,Left Behind,3 October 2014 (USA),USA,"['Action', 'Drama']",3.1
178,Rajdhani Express,4 January 2013 (India),India,"['Action', 'Drama']",3.1
179,Everywhen,28 January 2013 (Norway),Norway,"['Action', 'Sci-Fi']",3.1
180,Bane Rises Fan Film,8 November 2013 (USA),USA,['Action'],3.1
181,Cigarette Soup,10 April 2017 (USA),USA,"['Action', 'Drama']",3.1
182,Terms & Conditions,26 May 2015 (USA),USA,['Action'],3.1
183,Ninja Apocalypse,5 August 2014 (USA),USA,"['Action', 'Fantasy']",3.1
184,The Contract,18 January 2016 (UK),UK,"['Action', 'Crime']",3.1
185,Android Cop,29 October 2015 (South Korea),USA,['Action'],3.1
186,The Dead the Damned and the Darkness,7 October 2014 (USA),USA,"['Action', 'Horror']",3.1
187,Karle Pyaar Karle,17 January 2014 (India),India,['Action'],3.1
188,The Lost Legion,22 January 2014 (USA),Czech Republic,"['Action', 'Adventure']",3.1
189,The Town Inside,14 August 2014 (USA),USA,"['Action', 'Drama']",3.1
190,Rudra Simhasanam,31 July 2015 (India),India,['Action'],3.1
191,New World Order,February 2015 (Italy),Italy,"['Action', 'Crime']",3.1
192,Drone Wars,30 March 2016 (USA),USA,"['Action', 'Sci-Fi']",3.1
193,Toofan,6 September 2013 (India),India,['Action'],3.1
194,Kaththi Sandai,23 December 2016 (India),India,['Action'],3.1
195,Kuntham,1 December 2017 (India),India,['Action'],3.1
196,Tshiong,29 December 2017 (Taiwan),Taiwan,['Action'],3.1
197,Hunting the Phantom,30 January 2014 (Kazakhstan),Kazakhstan,"['Action', 'Adventure']",3.2
198,Blaze You Out,30 July 2013 (USA),USA,"['Action', 'Drama']",3.2
199,Nomad the Beginning,3 July 2013 (Japan),USA,['Action'],3.2
200,In the Name of the King: The Last Mission,26 February 2014 (Japan),Canada,"['Action', 'Adventure']",3.2
201,Xibalba,2 May 2017 (Japan),Mexico,"['Action', 'Horror']",3.2
202,Kaukopartio,27 December 2013 (Finland),Finland,"['Action', 'Adventure']",3.2
203,Cowboys vs. Zombies,2014 (USA),USA,['Action'],3.2
204,Kamikaze,1 December 2016 (USA),UK,['Action'],3.2
205,Extinction,12 November 2015 (Peru),UK,"['Action', 'Adventure']",3.2
206,The Parricidal Effect,2014 (USA),USA,"['Action', 'Adventure']",3.2
207,Dekiru: The Three Stones,2017 (USA),USA,"['Action', 'Adventure']",3.2
208,Time Rush,1 January 2016 (USA),USA,['Action'],3.2
209,Prophecy of Eve,22 July 2014 (USA),USA,['Action'],3.2
210,Warrior Assassin,1 April 2014 (USA),,['Action'],3.2
211,Creature,12 September 2014 (India),India,"['Action', 'Horror']",3.2
212,Gangster,11 April 2014 (India),India,"['Action', 'Crime']",3.2
213,Taven,Fantasy,USA,['Action'],3.2
214,Grand Auto Theft: L.A.,1 October 2014 (China),USA,['Action'],3.2
215,Sagaptham,2 April 2015 (India),India,['Action'],3.2
216,The Perfect Weapon,9 September 2016 (USA),USA,"['Action', 'Drama']",3.2
217,Lailaa O Lailaa,14 May 2015 (India),India,['Action'],3.2
218,Balala the Fairies: Princess Camellia,1 October 2015 (China),China,"['Action', 'Adventure']",3.2
219,Killer Punjabi,29 April 2016 (India),Canada,['Action'],3.2
220,Prisoners of Time,January 2016 (Switzerland),Canada,"['Action', 'Drama']",3.2
221,Maa al-Khatar,7 April 2016 (Kuwait),Kuwait,['Action'],3.2
222,Atomic Shark,5 November 2016 (USA),USA,"['Action', 'Sci-Fi']",3.2
223,Essex Heist,23 January 2017 (UK),UK,['Action'],3.2
224,Clownface,28 December 2017 (USA),USA,"['Action', 'Comedy']",3.2
225,Action Jackson,5 December 2014 (India),India,['Action'],3.3
226,Six Gun Savior,5 July 2016 (USA),USA,"['Action', 'Adventure']",3.3
227,Shrimp Crawl,2013 (USA),USA,"['Action', 'Drama']",3.3
228,Zanjeer,6 September 2013 (India),India,['Action'],3.3
229,Roy,12 February 2015 (Kuwait),India,"['Action', 'Drama']",3.3
230,Project 12: The Bunker,8 January 2016 (Japan),Spain,"['Action', 'Adventure']",3.3
231,The Asian Connection,13 May 2016 (USA),Thailand,"['Action', 'Crime']",3.3
232,Quadrant 9EV9,1 March 2016 (USA),USA,"['Action', 'Horror']",3.3
233,Misfire,12 January 2015 (Japan),USA,['Action'],3.3
234,24 Hours,29 September 2015 (USA),USA,['Action'],3.3
235,Mississippi Shakedown,10 June 2014 (USA),USA,['Action'],3.3
236,Survival Instinct,13 June 2016 (UK),UK,"['Action', 'Horror']",3.3
237,Navy Seals vs. Zombies,8 October 2015 (USA),USA,['Action'],3.3
238,Check Point,7 March 2017 (USA),USA,"['Action', 'Thriller']",3.3
239,Tantsy nasmert,6 April 2017 (Russia),Russia,"['Action', 'Drama']",3.3
240,Zoombies,1 March 2016 (USA),USA,"['Action', 'Adventure']",3.3
241,Sniper: Special Ops,3 May 2016 (USA),USA,"['Action', 'Drama']",3.3
242,Protocol 734,30 October 2016 (USA),USA,['Action'],3.3
243,Valliyum Thetti Pulliyum Thetti,12 May 2016 (India),India,"['Action', 'Comedy']",3.3
244,Crackbaby Billionaire,1 January 2017 (USA),USA,['Action'],3.3
245,Bir Baba Hindu,29 September 2016 (Germany),Turkey,"['Action', 'Adventure']",3.3
246,China Salesman,16 June 2017 (China),China,"['Action', 'Adventure']",3.3
247,H.I.T. - De Romeo's,15 March 2017 (Belgium),Belgium,"['Action', 'Comedy']",3.3
248,Indrajith,23 November 2017 (Kuwait),India,['Action'],3.3
249,Revolt of the Empire of the Apes,19 July 2017 (USA),USA,"['Action', 'Adventure']",3.3
250,Blood Shot,29 October 2013 (Canada),USA,"['Action', 'Comedy']",3.4
251,Dead Sea,4 November 2017 (Canada),USA,"['Action', 'Adventure']",3.4
252,Vikingdom,12 September 2013 (Malaysia),Malaysia,"['Action', 'Adventure']",3.4
253,Slaughter Is the Best Medicine,21 April 2014 (UK),UK,"['Action', 'Drama']",3.4
254,Alpha Girls,1 September 2013 (USA),USA,"['Action', 'Horror']",3.4
255,Gitaskog,Horror,Canada,['Action'],3.4
256,Dragonfyre,6 September 2013 (USA),USA,"['Action', 'Adventure']",3.4
257,Dominion,14 September 2015 (UK),USA,"['Action', 'Sci-Fi']",3.4
258,Independence Daysaster,27 June 2013 (USA),Canada,"['Action', 'Adventure']",3.4
259,Run Like Hell,9 September 2014 (USA),USA,"['Action', 'Horror']",3.4
260,Survival,13 April 2013 (Germany),Germany,['Action'],3.4
261,006 ka?is,16 May 2014 (Turkey),Turkey,['Action'],3.4
262,Accident,1 December 2017 (South Africa),South Africa,['Action'],3.4
263,Sleeping Beauty,17 July 2014 (Germany),USA,"['Action', 'Adventure']",3.4
264,A Perfect Vacation,7 July 2015 (USA),USA,"['Action', 'Horror']",3.4
265,The Liberator,28 April 2017 (UK),UK,['Action'],3.4
266,Piranha Sharks,8 August 2018 (USA),USA,"['Action', 'Comedy']",3.4
267,The Demolisher,27 July 2015 (Canada),Canada,"['Action', 'Horror']",3.4
268,Viking: The Berserkers,15 September 2014 (UK),UK,['Action'],3.4
269,Downhill,14 January 2017 (Japan),Chile,"['Action', 'Horror']",3.4
270,Rough Cut,16 October 2015 (UK),UK,"['Action', 'Crime']",3.4
271,States,6 June 2015 (USA),USA,"['Action', 'Crime']",3.4
272,The Rizen,19 June 2017 (UK),UK,"['Action', 'Horror']",3.4
273,The Empire Symbol,18 September 2013 (China),China,['Action'],3.4
274,Belly of the Bulldog,6 October 2016 (Kuwait),UK,"['Action', 'Horror']",3.4
275,A Flying Jatt,25 August 2016 (India),India,"['Action', 'Adventure']",3.4
276,Immigration Game,6 July 2017 (Germany),Germany,"['Action', 'Drama']",3.4
277,Day of Reckoning,8 October 2016 (USA),USA,"['Action', 'Horror']",3.4
278,Pagdi,September 2016 (India),India,['Action'],3.4
279,Red Sonja: Queen of Plagues,2 August 2016 (USA),USA,"['Animation', 'Action']",3.4
280,Munna Michael,21 July 2017 (India),India,"['Action', 'Drama']",3.4
281,De Buurtpolitie: De Grote Geldroof,31 October 2016 (Belgium),Belgium,['Action'],3.4
282,Uchathula Shiva,19 September 2016 (India),India,['Action'],3.4
283,Area:98,Mystery,USA,['Action'],3.4
284,Sathya,20 April 2017 (India),India,['Action'],3.4
285,Exit to Hell,5 November 2013 (USA),USA,"['Action', 'Horror']",3.5
286,The Cure,6 February 2014 (New Zealand),USA,"['Action', 'Sci-Fi']",3.5
287,Arena of the Street Fighter,6 June 2013 (USA),Germany,['Action'],3.5
288,Finders Keepers: The Root of All Evil,4 April 2013 (USA),USA,"['Action', 'Horror']",3.5
289,Misirlou,1 February 2018 (USA),USA,"['Action', 'Fantasy']",3.5
290,Supercollider,2 November 2013 (Canada),Canada,"['Action', 'Adventure']",3.5
291,Model Behaviour,Mystery,Australia,['Action'],3.5
292,Zombie Hunter,8 October 2013 (USA),USA,"['Action', 'Comedy']",3.5
293,Yamla Pagla Deewana 2,7 June 2013 (India),India,"['Action', 'Comedy']",3.5
294,Yaan,2 October 2014 (India),India,['Action'],3.5
295,Bhai,25 October 2013 (India),India,"['Action', 'Comedy']",3.5
296,Station 4,10 February 2014 (USA),USA,"['Action', 'Sci-Fi']",3.5
297,Jurassic City,29 May 2015 (Germany),USA,"['Action', 'Horror']",3.5
298,Lovci a obeti,26 March 2015 (Czech Republic),Czech Republic,['Action'],3.5
299,The Veil,15 April 2017 (Brazil),USA,"['Action', 'Adventure']",3.5
300,Zombie Ninjas vs Black Ops,October 2015 (Canada),Australia,"['Action', 'Adventure']",3.5
301,Netru Indru,20 June 2014 (India),India,"['Action', 'Adventure']",3.5
302,Apocalypse L.A.,23 September 2014 (USA),USA,"['Action', 'Horror']",3.5
303,10.0 Earthquake,11 October 2014 (USA),USA,"['Action', 'Adventure']",3.5
304,Decommissioned,January 2016 (USA),USA,['Action'],3.5
305,Wrecker,6 January 2017 (India),Canada,"['Action', 'Horror']",3.5
306,Echo Effect,8 September 2015 (USA),USA,['Action'],3.5
307,Killing Rob Teare,14 February 2015 (USA),USA,"['Action', 'Comedy']",3.5
308,StaggeR .0,6 July 2015 (UK),UK,"['Action', 'Crime']",3.5
309,Shark Lake,2 October 2015 (USA),USA,"['Action', 'Adventure']",3.5
310,The Last Heist,17 June 2016 (USA),USA,"['Action', 'Horror']",3.5
311,King Charles,March 2017 (USA),USA,"['Action', 'Crime']",3.5
312,Kingdom of Gladiators: The Tournament,15 May 2017 (UK),USA,"['Action', 'Drama']",3.5
313,Contract to Kill,2016 (USA),Romania,"['Action', 'Adventure']",3.5
314,Kolamass,4 March 2016 (India),India,['Action'],3.5
315,Sex Under a Blood Moon,18 July 2016 (UK),UK,['Action'],3.5
316,Far til fire p? toppen,9 February 2017 (Denmark),Denmark,"['Action', 'Comedy']",3.5
317,Motta Shiva Ketta Shiva,2017 (India),India,['Action'],3.5
318,Cold Zone,16 May 2017 (USA),USA,['Action'],3.5
319,Persecuted,18 July 2014 (USA),USA,"['Action', 'Drama']",3.6
320,Dead South,2016 (USA),USA,"['Action', 'Drama']",3.6
321,Zila Ghaziabad,22 February 2013 (India),India,"['Action', 'Crime']",3.6
322,Pro Wrestlers vs Zombies,28 March 2014 (USA),USA,"['Action', 'Comedy']",3.6
323,Echo Dr.,8 November 2013 (USA),USA,"['Action', 'Drama']",3.6
324,Bula Quo!,5 July 2013 (UK),UK,"['Action', 'Adventure']",3.6
325,Besharam,2 October 2013 (India),India,"['Action', 'Comedy']",3.6
326,Far Cry 3: Last Travel,30 November 2013 (Poland),Poland,"['Action', 'Adventure']",3.6
327,Fight to the Finish,2 February 2016 (USA),USA,"['Action', 'Romance']",3.6
328,Jue min hang ban,21 March 2014 (China),China,"['Action', 'Horror']",3.6
329,One Shot,7 October 2014 (USA),USA,"['Action', 'Sci-Fi']",3.6
330,Al Ashash,12 October 2013 (Egypt),Egypt,['Action'],3.6
331,Swamp Terror,3 February 2014 (USA),USA,['Action'],3.6
332,The Chemist,2 August 2016 (USA),USA,['Action'],3.6
333,Turkey Shoot,4 December 2014 (Australia),Australia,['Action'],3.6
334,H?vdinger,17 July 2015 (Norway),Norway,['Action'],3.6
335,Sendero,12 October 2015 (Spain),Chile,"['Action', 'Drama']",3.6
336,All Girls Weekend,12 July 2016 (USA),USA,"['Action', 'Adventure']",3.6
337,Defective,13 February 2018 (Canada),Canada,"['Action', 'Sci-Fi']",3.6
338,Larceny,15 September 2017 (USA),USA,['Action'],3.6
339,Gethu,13 January 2016 (France),India,['Action'],3.6
340,Hatton Garden the Heist,17 October 2016 (UK),UK,"['Action', 'Crime']",3.6
341,Shooter,13 September 2016 (Bangladesh),Bangladesh,['Action'],3.6
342,Action Jasmine,15 May 2015 (Bangladesh),Bangladesh,['Action'],3.6
343,Prisoners of the Sun,12 December 2013 (Thailand),USA,"['Action', 'Adventure']",3.7
344,Maximum Ride,30 August 2016 (USA),USA,"['Action', 'Adventure']",3.7
345,Germ,12 March 2013 (USA),USA,"['Action', 'Drama']",3.7
346,Contract Killers,2014 (New Zealand),New Zealand,"['Action', 'Crime']",3.7
347,Dust of War,18 July 2013 (USA),USA,['Action'],3.7
348,BlackJacks,6 September 2016 (USA),USA,"['Action', 'Sci-Fi']",3.7
349,Soldiers of the Damned,8 August 2015 (UK),UK,"['Action', 'Horror']",3.7
350,Jezebeth 2 Hour of the Gun,31 May 2015 (USA),USA,"['Action', 'Adventure']",3.7
351,Abducted,17 March 2014 (UK),UK,['Action'],3.7
352,Day of Redemption,January 2013 (USA),USA,['Action'],3.7
353,Seventy-Nine,8 June 2017 (USA),USA,"['Action', 'Horror']",3.7
354,Cranium Intel,22 May 2016 (USA),USA,"['Animation', 'Action']",3.7
355,Lateef,1 January 2013 (India),India,"['Action', 'Crime']",3.7
356,ICE Agent,15 May 2013 (USA),USA,['Action'],3.7
357,Viktor,4 September 2014 (Russia),France,"['Action', 'Drama']",3.7
358,Treasure Hunters,10 November 2017 (USA),USA,['Action'],3.7
